Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,Philippines,2020-02-12T07:43:02,3,1,03/21/2020
South Australia,Australia,2020-02-17T08:13:09,2,0,03/21/2020
,Oman,2020-02-24T23:43:01,2,0,03/21/2020
,Russia,2020-02-12T14:43:03,2,0,03/21/2020
,Spain,2020-02-15T17:23:04,2,0,03/21/2020
"Chicago, IL",US,2020-02-09T19:03:03,2,03/21/2020,2
"San Benito, CA",US,2020-02-03T03:53:02,2,03/21/2020,0
"San Diego County, CA",US,2020-02-21T05:43:02,2,03/21/2020,1
"Santa Clara, CA",US,2020-02-21T05:23:04,2,03/21/2020,1
,Afghanistan,2020-02-24T23:33:02,1,0,03/21/2020
,Bahrain,2020-02-24T23:33:02,1,0,03/21/2020
,Belgium,2020-02-17T04:23:06,1,0,03/21/2020
,Cambodia,2020-02-12T07:43:02,1,0,03/21/2020
"London, ON",Canada,2020-02-12T18:53:03,1,03/21/2020,1
,Egypt,2020-02-21T18:53:02,1,0,03/21/2020
,Finland,2020-02-12T00:03:12,1,0,03/21/2020
,Iraq,2020-02-24T23:33:02,1,0,03/21/2020
From Diamond Princess,Israel,2020-02-22T20:53:02,1,0,03/21/2020
,Kuwait,2020-02-24T23:33:02,1,0,03/21/2020
,Lebanon,2020-02-22T20:53:02,1,0,03/21/2020
Tibet,Mainland China,2020-02-12T06:43:02,1,0,03/21/2020
,Nepal,2020-02-12T14:43:03,1,0,03/21/2020
,Sri Lanka,2020-02-08T03:43:03,1,0,03/21/2020
,Sweden,2020-02-01T02:13:26,1,0,03/21/2020
"Boston, MA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Humboldt County, CA",US,2020-02-21T05:13:09,1,03/21/2020,0
"Los Angeles, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Madison, WI",US,2020-02-05T21:53:02,1,03/21/2020,0
"Orange, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Sacramento County, CA",US,2020-02-21T23:13:16,1,03/21/2020,0
"San Antonio, TX",US,2020-02-13T18:53:02,1,03/21/2020,0
"Seattle, WA",US,2020-02-09T07:03:04,1,03/21/2020,1
"Tempe, AZ",US,2020-02-01T19:43:03,1,03/21/2020,0
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
Hubei,Mainland China,2020-02-25T15:23:04,64786,2563,03/21/2020
Guangdong,Mainland China,2020-02-25T08:53:02,1347,7,03/21/2020
Henan,Mainland China,2020-02-25T12:43:02,1271,19,03/21/2020
Zhejiang,Mainland China,2020-02-25T09:13:05,1205,1,03/21/2020
Hunan,Mainland China,2020-02-25T15:03:05,1016,4,03/21/2020
Anhui,Mainland China,2020-02-25T06:33:02,989,6,03/21/2020
,South Korea,2020-02-25T08:13:19,977,10,03/21/2020
Jiangxi,Mainland China,2020-02-25T15:03:05,934,1,03/21/2020
Shandong,Mainland China,2020-02-25T12:53:02,756,6,03/21/2020
Diamond Princess cruise ship,Others,2020-02-23T22:33:03,691,3,03/21/2020
Jiangsu,Mainland China,2020-02-25T00:53:02,631,0,03/21/2020
Chongqing,Mainland China,2020-02-25T23:23:03,576,6,03/21/2020
Sichuan,Mainland China,2020-02-25T15:03:05,529,3,03/21/2020
Heilongjiang,Mainland China,2020-02-25T15:23:04,480,12,03/21/2020
Beijing,Mainland China,2020-02-25T01:33:02,400,4,03/21/2020
Shanghai,Mainland China,2020-02-25T06:33:02,336,3,03/21/2020
,Italy,2020-02-25T18:55:32,322,10,03/21/2020
Hebei,Mainland China,2020-02-25T12:43:02,311,6,03/21/2020
Fujian,Mainland China,2020-02-25T10:03:07,294,1,03/21/2020
Guangxi,Mainland China,2020-02-25T10:03:07,252,2,03/21/2020
Shaanxi,Mainland China,2020-02-25T15:23:04,245,1,03/21/2020
Yunnan,Mainland China,2020-02-25T04:53:02,174,2,03/21/2020
,Japan,2020-02-25T14:53:03,170,1,03/21/2020
Hainan,Mainland China,2020-02-25T12:53:02,168,5,03/21/2020
Guizhou,Mainland China,2020-02-25T08:03:07,146,2,03/21/2020
Tianjin,Mainland China,2020-02-25T15:23:04,135,3,03/21/2020
Shanxi,Mainland China,2020-02-25T23:13:03,133,0,03/21/2020
Liaoning,Mainland China,2020-02-25T00:23:03,121,1,03/21/2020
,Iran,2020-02-25T14:53:03,95,16,03/21/2020
Jilin,Mainland China,2020-02-25T15:23:04,93,1,03/21/2020
Gansu,Mainland China,2020-02-24T15:13:07,91,2,03/21/2020
,Singapore,2020-02-25T18:55:32,91,0,03/21/2020
Hong Kong,Hong Kong,2020-02-25T09:43:02,84,2,03/21/2020
Xinjiang,Mainland China,2020-02-24T15:03:05,76,2,03/21/2020
Inner Mongolia,Mainland China,2020-02-25T23:53:02,75,0,03/21/2020
Ningxia,Mainland China,2020-02-25T03:53:02,71,0,03/21/2020
,Thailand,2020-02-25T08:53:02,37,0,03/21/2020
Unassigned Location (From Diamond Princess),US,2020-02-25T21:23:03,36,0,03/21/2020
Taiwan,Taiwan,2020-02-25T06:53:02,31,1,03/21/2020
,Bahrain,2020-02-25T18:55:32,23,0,03/21/2020
,Malaysia,2020-02-24T11:53:02,22,0,03/21/2020
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,03/21/2020
,Germany,2020-02-25T21:33:02,17,0,03/21/2020
,Vietnam,2020-02-25T08:53:02,16,0,03/21/2020
,France,2020-02-25T21:23:03,14,1,03/21/2020
,UK,2020-02-24T08:33:02,13,0,03/21/2020
,United Arab Emirates,2020-02-22T14:53:02,13,0,03/21/2020
,Kuwait,2020-02-25T23:43:03,11,0,03/21/2020
Macau,Macau,2020-02-25T15:23:04,10,0,03/21/2020
From Diamond Princess,Australia,2020-02-22T17:03:05,7,0,03/21/2020
British Columbia,Canada,2020-02-25T02:23:05,7,0,03/21/2020
,Spain,2020-02-25T21:33:02,6,0,03/21/2020
Queensland,Australia,2020-02-21T05:43:02,5,0,03/21/2020
New South Wales,Australia,2020-02-13T17:53:03,4,0,03/21/2020
Victoria,Australia,2020-02-13T17:53:03,4,0,03/21/2020
"Toronto, ON",Canada,2020-02-24T14:43:03,3,03/21/2020,2
,India,2020-02-16T07:43:02,3,0,03/21/2020
,Philippines,2020-02-12T07:43:02,3,1,03/21/2020
South Australia,Australia,2020-02-17T08:13:09,2,0,03/21/2020
None,Austria,2020-02-25T18:55:32,2,0,03/21/2020
,Oman,2020-02-25T01:13:09,2,0,03/21/2020
,Russia,2020-02-12T14:43:03,2,0,03/21/2020
"Chicago, IL",US,2020-02-09T19:03:03,2,03/21/2020,2
"San Benito, CA",US,2020-02-03T03:53:02,2,03/21/2020,0
"San Diego County, CA",US,2020-02-21T05:43:02,2,03/21/2020,1
"Santa Clara, CA",US,2020-02-21T05:23:04,2,03/21/2020,1
,Afghanistan,2020-02-24T23:33:02,1,0,03/21/2020
,Algeria,2020-02-25T23:43:03,1,0,03/21/2020
,Belgium,2020-02-17T04:23:06,1,0,03/21/2020
,Cambodia,2020-02-12T07:43:02,1,0,03/21/2020
"London, ON",Canada,2020-02-12T18:53:03,1,03/21/2020,1
,Croatia,2020-02-25T18:55:32,1,0,03/21/2020
,Egypt,2020-02-21T18:53:02,1,0,03/21/2020
,Finland,2020-02-12T00:03:12,1,0,03/21/2020
,Iraq,2020-02-24T23:33:02,1,0,03/21/2020
From Diamond Princess,Israel,2020-02-22T20:53:02,1,0,03/21/2020
,Lebanon,2020-02-22T20:53:02,1,0,03/21/2020
Tibet,Mainland China,2020-02-12T06:43:02,1,0,03/21/2020
,Nepal,2020-02-12T14:43:03,1,0,03/21/2020
,Sri Lanka,2020-02-08T03:43:03,1,0,03/21/2020
,Sweden,2020-02-01T02:13:26,1,0,03/21/2020
,Switzerland,2020-02-25T19:13:21,1,0,03/21/2020
"Boston, MA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Humboldt County, CA",US,2020-02-21T05:13:09,1,03/21/2020,0
"Los Angeles, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Madison, WI",US,2020-02-05T21:53:02,1,03/21/2020,0
"Orange, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Sacramento County, CA",US,2020-02-21T23:13:16,1,03/21/2020,0
"San Antonio, TX",US,2020-02-13T18:53:02,1,03/21/2020,0
"Seattle, WA",US,2020-02-09T07:03:04,1,03/21/2020,1
"Tempe, AZ",US,2020-02-25T21:23:03,1,03/21/2020,1
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
Hubei,Mainland China,2020-02-26T14:13:10,65187,2615,03/21/2020
Guangdong,Mainland China,2020-02-26T10:33:02,1347,7,03/21/2020
Henan,Mainland China,2020-02-26T10:33:02,1271,19,03/21/2020
,South Korea,2020-02-26T11:03:11,1261,12,03/21/2020
Zhejiang,Mainland China,2020-02-26T10:33:02,1205,1,03/21/2020
Hunan,Mainland China,2020-02-26T10:13:11,1016,4,03/21/2020
Anhui,Mainland China,2020-02-26T10:13:11,989,6,03/21/2020
Jiangxi,Mainland China,2020-02-26T01:13:04,934,1,03/21/2020
Shandong,Mainland China,2020-02-26T12:43:02,756,6,03/21/2020
Diamond Princess cruise ship,Others,2020-02-26T19:33:02,705,4,03/21/2020
Jiangsu,Mainland China,2020-02-26T10:13:11,631,0,03/21/2020
Chongqing,Mainland China,2020-02-26T23:43:02,576,6,03/21/2020
Sichuan,Mainland China,2020-02-26T10:13:11,531,3,03/21/2020
Heilongjiang,Mainland China,2020-02-26T10:33:02,480,12,03/21/2020
,Italy,2020-02-26T23:43:03,453,12,03/21/2020
Beijing,Mainland China,2020-02-26T00:53:02,400,4,03/21/2020
Shanghai,Mainland China,2020-02-26T23:53:01,337,3,03/21/2020
Hebei,Mainland China,2020-02-26T10:33:02,312,6,03/21/2020
Fujian,Mainland China,2020-02-26T10:33:02,294,1,03/21/2020
Guangxi,Mainland China,2020-02-26T14:13:10,252,2,03/21/2020
Shaanxi,Mainland China,2020-02-26T14:13:10,245,1,03/21/2020
,Japan,2020-02-26T23:43:03,189,2,03/21/2020
Yunnan,Mainland China,2020-02-26T05:13:16,174,2,03/21/2020
Hainan,Mainland China,2020-02-26T12:43:02,168,5,03/21/2020
Guizhou,Mainland China,2020-02-25T08:03:07,146,2,03/21/2020
,Iran,2020-02-26T23:43:03,139,19,03/21/2020
Tianjin,Mainland China,2020-02-26T12:43:02,135,3,03/21/2020
Shanxi,Mainland China,2020-02-26T14:13:10,133,0,03/21/2020
Liaoning,Mainland China,2020-02-26T00:13:05,121,1,03/21/2020
Jilin,Mainland China,2020-02-26T14:13:10,93,1,03/21/2020
,Singapore,2020-02-26T19:33:02,93,0,03/21/2020
Hong Kong,Hong Kong,2020-02-26T23:43:02,91,2,03/21/2020
Gansu,Mainland China,2020-02-26T14:13:10,91,2,03/21/2020
Xinjiang,Mainland China,2020-02-26T14:23:03,76,2,03/21/2020
Inner Mongolia,Mainland China,2020-02-26T15:03:05,75,0,03/21/2020
Ningxia,Mainland China,2020-02-26T03:53:01,71,0,03/21/2020
Unassigned Location (From Diamond Princess),US,2020-02-26T20:03:06,42,0,03/21/2020
,Thailand,2020-02-26T07:23:03,40,0,03/21/2020
,Bahrain,2020-02-26T21:03:07,33,0,03/21/2020
Taiwan,Taiwan,2020-02-26T12:23:04,32,1,03/21/2020
,Germany,2020-02-26T23:43:03,27,0,03/21/2020
,Kuwait,2020-02-26T19:23:04,26,0,03/21/2020
,Malaysia,2020-02-24T11:53:02,22,0,03/21/2020
,France,2020-02-26T20:03:06,18,2,03/21/2020
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,03/21/2020
,Vietnam,2020-02-25T08:53:02,16,0,03/21/2020
,Spain,2020-02-26T20:43:02,13,0,03/21/2020
,UK,2020-02-24T08:33:02,13,0,03/21/2020
,United Arab Emirates,2020-02-22T14:53:02,13,0,03/21/2020
Macau,Macau,2020-02-25T15:23:04,10,0,03/21/2020
From Diamond Princess,Australia,2020-02-22T17:03:05,7,0,03/21/2020
British Columbia,Canada,2020-02-25T02:23:05,7,0,03/21/2020
Queensland,Australia,2020-02-21T05:43:02,5,0,03/21/2020
,Iraq,2020-02-26T04:53:02,5,0,03/21/2020
New South Wales,Australia,2020-02-13T17:53:03,4,0,03/21/2020
Victoria,Australia,2020-02-13T17:53:03,4,0,03/21/2020
,Oman,2020-02-26T04:53:02,4,0,03/21/2020
"Toronto, ON",Canada,2020-02-24T14:43:03,3,03/21/2020,2
,Croatia,2020-02-26T20:03:06,3,0,03/21/2020
,India,2020-02-16T07:43:02,3,0,03/21/2020
,Philippines,2020-02-12T07:43:02,3,1,03/21/2020
South Australia,Australia,2020-02-17T08:13:09,2,0,03/21/2020
,Austria,2020-02-26T00:13:06,2,0,03/21/2020
,Finland,2020-02-26T19:03:08,2,0,03/21/2020
,Israel,2020-02-26T20:33:02,2,0,03/21/2020
,Lebanon,2020-02-26T19:33:02,2,0,03/21/2020
,Pakistan,2020-02-26T23:53:02,2,0,03/21/2020
,Russia,2020-02-12T14:43:03,2,0,03/21/2020
,Sweden,2020-02-26T18:53:02,2,0,03/21/2020
"Chicago, IL",US,2020-02-09T19:03:03,2,03/21/2020,2
"San Benito, CA",US,2020-02-03T03:53:02,2,03/21/2020,0
"San Diego County, CA",US,2020-02-21T05:43:02,2,03/21/2020,1
"Santa Clara, CA",US,2020-02-21T05:23:04,2,03/21/2020,1
,Afghanistan,2020-02-24T23:33:02,1,0,03/21/2020
,Algeria,2020-02-25T23:43:03,1,0,03/21/2020
,Belgium,2020-02-17T04:23:06,1,0,03/21/2020
,Brazil,2020-02-26T23:53:02,1,0,03/21/2020
,Cambodia,2020-02-12T07:43:02,1,0,03/21/2020
"London, ON",Canada,2020-02-12T18:53:03,1,03/21/2020,1
,Egypt,2020-02-21T18:53:02,1,0,03/21/2020
,Georgia,2020-02-26T19:03:08,1,0,03/21/2020
,Greece,2020-02-26T15:53:05,1,0,03/21/2020
Tibet,Mainland China,2020-02-12T06:43:02,1,0,03/21/2020
,Nepal,2020-02-12T14:43:03,1,0,03/21/2020
,North Macedonia,2020-02-26T19:03:08,1,0,03/21/2020
,Norway,2020-02-26T20:23:12,1,0,03/21/2020
,Romania,2020-02-26T23:43:03,1,0,03/21/2020
,Sri Lanka,2020-02-08T03:43:03,1,0,03/21/2020
,Switzerland,2020-02-25T19:13:21,1,0,03/21/2020
"Boston, MA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Humboldt County, CA",US,2020-02-21T05:13:09,1,03/21/2020,0
"Los Angeles, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Madison, WI",US,2020-02-05T21:53:02,1,03/21/2020,0
"Orange, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Sacramento County, CA",US,2020-02-21T23:13:16,1,03/21/2020,0
"San Antonio, TX",US,2020-02-13T18:53:02,1,03/21/2020,0
"Seattle, WA",US,2020-02-09T07:03:04,1,03/21/2020,1
"Tempe, AZ",US,2020-02-25T21:23:03,1,03/21/2020,1
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
Hubei,Mainland China,2020-02-27T12:13:14,65596,2641,03/21/2020
,South Korea,2020-02-27T12:03:04,1766,13,03/21/2020
Guangdong,Mainland China,2020-02-27T09:53:02,1347,7,03/21/2020
Henan,Mainland China,2020-02-27T15:03:11,1272,20,03/21/2020
Zhejiang,Mainland China,2020-02-27T12:43:02,1205,1,03/21/2020
Hunan,Mainland China,2020-02-27T12:43:02,1017,4,03/21/2020
Anhui,Mainland China,2020-02-27T14:13:06,989,6,03/21/2020
Jiangxi,Mainland China,2020-02-27T01:43:02,934,1,03/21/2020
Shandong,Mainland China,2020-02-27T14:13:06,756,6,03/21/2020
Diamond Princess cruise ship,Others,2020-02-26T19:33:02,705,4,03/21/2020
,Italy,2020-02-27T23:23:02,655,17,03/21/2020
Jiangsu,Mainland China,2020-02-27T14:13:06,631,0,03/21/2020
Chongqing,Mainland China,2020-02-27T23:23:02,576,6,03/21/2020
Sichuan,Mainland China,2020-02-27T12:43:02,534,3,03/21/2020
Heilongjiang,Mainland China,2020-02-27T12:43:02,480,13,03/21/2020
Beijing,Mainland China,2020-02-27T02:23:13,410,5,03/21/2020
Shanghai,Mainland China,2020-02-27T04:03:12,337,3,03/21/2020
Hebei,Mainland China,2020-02-27T12:43:02,317,6,03/21/2020
Fujian,Mainland China,2020-02-27T10:03:07,296,1,03/21/2020
Guangxi,Mainland China,2020-02-27T10:03:07,252,2,03/21/2020
,Iran,2020-02-27T12:03:04,245,26,03/21/2020
Shaanxi,Mainland China,2020-02-27T12:43:02,245,1,03/21/2020
,Japan,2020-02-27T23:33:02,214,4,03/21/2020
Yunnan,Mainland China,2020-02-27T10:03:07,174,2,03/21/2020
Hainan,Mainland China,2020-02-27T10:03:07,168,5,03/21/2020
Guizhou,Mainland China,2020-02-27T00:43:02,146,2,03/21/2020
Tianjin,Mainland China,2020-02-27T23:13:04,136,3,03/21/2020
Shanxi,Mainland China,2020-02-27T23:13:04,133,0,03/21/2020
Liaoning,Mainland China,2020-02-27T14:13:06,121,1,03/21/2020
Jilin,Mainland China,2020-02-27T12:43:02,93,1,03/21/2020
,Singapore,2020-02-26T19:33:02,93,0,03/21/2020
Hong Kong,Hong Kong,2020-02-27T09:53:02,92,2,03/21/2020
Gansu,Mainland China,2020-02-26T14:13:10,91,2,03/21/2020
Xinjiang,Mainland China,2020-02-27T12:43:02,76,2,03/21/2020
Inner Mongolia,Mainland China,2020-02-27T23:33:02,75,0,03/21/2020
Ningxia,Mainland China,2020-02-27T10:03:07,72,0,03/21/2020
,Germany,2020-02-27T23:13:04,46,0,03/21/2020
,Kuwait,2020-02-27T13:33:03,43,0,03/21/2020
Unassigned Location (From Diamond Princess),US,2020-02-26T20:03:06,42,0,03/21/2020
,Thailand,2020-02-26T07:23:03,40,0,03/21/2020
,France,2020-02-27T22:13:10,38,2,03/21/2020
,Bahrain,2020-02-26T21:03:07,33,0,03/21/2020
Taiwan,Taiwan,2020-02-26T12:23:04,32,1,03/21/2020
,Malaysia,2020-02-27T15:13:13,23,0,03/21/2020
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,03/21/2020
,Vietnam,2020-02-25T08:53:02,16,0,03/21/2020
,Spain,2020-02-27T13:23:02,15,0,03/21/2020
,UK,2020-02-27T13:23:02,15,0,03/21/2020
,United Arab Emirates,2020-02-22T14:53:02,13,0,03/21/2020
Macau,Macau,2020-02-27T12:43:02,10,0,03/21/2020
From Diamond Princess,Australia,2020-02-27T03:33:06,8,0,03/21/2020
,Switzerland,2020-02-27T23:03:11,8,0,03/21/2020
British Columbia,Canada,2020-02-27T03:33:06,7,0,03/21/2020
,Iraq,2020-02-27T22:23:11,7,0,03/21/2020
,Sweden,2020-02-27T20:33:02,7,0,03/21/2020
Queensland,Australia,2020-02-21T05:43:02,5,0,03/21/2020
"Toronto, ON",Canada,2020-02-27T22:43:02,5,03/21/2020,2
New South Wales,Australia,2020-02-13T17:53:03,4,0,03/21/2020
Victoria,Australia,2020-02-13T17:53:03,4,0,03/21/2020
,Oman,2020-02-26T04:53:02,4,0,03/21/2020
,Austria,2020-02-27T14:03:03,3,0,03/21/2020
,Croatia,2020-02-26T20:03:06,3,0,03/21/2020
,Greece,2020-02-27T14:03:03,3,0,03/21/2020
,India,2020-02-16T07:43:02,3,0,03/21/2020
,Israel,2020-02-27T14:03:03,3,0,03/21/2020
,Philippines,2020-02-12T07:43:02,3,1,03/21/2020
South Australia,Australia,2020-02-17T08:13:09,2,0,03/21/2020
,Finland,2020-02-26T19:03:08,2,0,03/21/2020
,Lebanon,2020-02-26T19:33:02,2,0,03/21/2020
,Pakistan,2020-02-26T23:53:02,2,0,03/21/2020
,Russia,2020-02-12T14:43:03,2,0,03/21/2020
"Chicago, IL",US,2020-02-09T19:03:03,2,03/21/2020,2
"Sacramento County, CA",US,2020-02-27T20:33:02,2,03/21/2020,0
"San Benito, CA",US,2020-02-03T03:53:02,2,03/21/2020,0
"San Diego County, CA",US,2020-02-21T05:43:02,2,03/21/2020,1
"Santa Clara, CA",US,2020-02-21T05:23:04,2,03/21/2020,1
,Afghanistan,2020-02-24T23:33:02,1,0,03/21/2020
,Algeria,2020-02-25T23:43:03,1,0,03/21/2020
,Belgium,2020-02-17T04:23:06,1,0,03/21/2020
,Brazil,2020-02-26T23:53:02,1,0,03/21/2020
,Cambodia,2020-02-12T07:43:02,1,0,03/21/2020
"London, ON",Canada,2020-02-12T18:53:03,1,03/21/2020,1
,Denmark,2020-02-27T16:23:03,1,0,03/21/2020
,Egypt,2020-02-21T18:53:02,1,0,03/21/2020
,Estonia,2020-02-27T16:23:03,1,0,03/21/2020
,Georgia,2020-02-27T16:23:03,1,0,03/21/2020
Tibet,Mainland China,2020-02-12T06:43:02,1,0,03/21/2020
,Nepal,2020-02-12T14:43:03,1,0,03/21/2020
,Netherlands,2020-02-27T21:13:10,1,0,03/21/2020
,North Macedonia,2020-02-27T16:23:03,1,0,03/21/2020
,Norway,2020-02-27T16:23:03,1,0,03/21/2020
,Romania,2020-02-27T16:23:03,1,0,03/21/2020
,San Marino,2020-02-27T21:13:10,1,0,03/21/2020
,Sri Lanka,2020-02-08T03:43:03,1,0,03/21/2020
"Boston, MA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Humboldt County, CA",US,2020-02-21T05:13:09,1,03/21/2020,0
"Los Angeles, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Madison, WI",US,2020-02-05T21:53:02,1,03/21/2020,0
"Orange, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"San Antonio, TX",US,2020-02-13T18:53:02,1,03/21/2020,0
"Seattle, WA",US,2020-02-09T07:03:04,1,03/21/2020,1
"Tempe, AZ",US,2020-02-25T21:23:03,1,03/21/2020,1
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0
Hubei,Mainland China,2020-02-28T00:43:01,65914,2682,03/21/2020
,South Korea,2020-02-28T08:53:03,2337,13,03/21/2020
Guangdong,Mainland China,2020-02-28T08:53:03,1348,7,03/21/2020
Henan,Mainland China,2020-02-28T09:23:02,1272,20,03/21/2020
Zhejiang,Mainland China,2020-02-28T10:03:12,1205,1,03/21/2020
Hunan,Mainland China,2020-02-28T09:13:10,1017,4,03/21/2020
Anhui,Mainland China,2020-02-28T04:43:02,990,6,03/21/2020
Jiangxi,Mainland China,2020-02-28T01:13:11,935,1,03/21/2020
,Italy,2020-02-28T20:13:09,888,21,03/21/2020
Shandong,Mainland China,2020-02-28T09:23:02,756,6,03/21/2020
Diamond Princess cruise ship,Others,2020-02-28T20:53:02,705,6,03/21/2020
Jiangsu,Mainland China,2020-02-28T08:53:03,631,0,03/21/2020
Chongqing,Mainland China,2020-02-28T23:23:03,576,6,03/21/2020
Sichuan,Mainland China,2020-02-28T09:23:02,538,3,03/21/2020
Heilongjiang,Mainland China,2020-02-28T04:43:02,480,13,03/21/2020
Beijing,Mainland China,2020-02-28T02:23:05,410,7,03/21/2020
,Iran,2020-02-28T15:43:03,388,34,03/21/2020
Shanghai,Mainland China,2020-02-28T04:53:03,337,3,03/21/2020
Hebei,Mainland China,2020-02-28T08:53:03,318,6,03/21/2020
Fujian,Mainland China,2020-02-28T09:13:10,296,1,03/21/2020
Guangxi,Mainland China,2020-02-28T09:13:10,252,2,03/21/2020
Shaanxi,Mainland China,2020-02-28T08:53:03,245,1,03/21/2020
,Japan,2020-02-28T12:43:02,228,4,03/21/2020
Yunnan,Mainland China,2020-02-28T05:03:09,174,2,03/21/2020
Hainan,Mainland China,2020-02-28T08:53:03,168,5,03/21/2020
Guizhou,Mainland China,2020-02-27T00:43:02,146,2,03/21/2020
Tianjin,Mainland China,2020-02-27T23:13:04,136,3,03/21/2020
Shanxi,Mainland China,2020-02-28T23:23:03,133,0,03/21/2020
Liaoning,Mainland China,2020-02-27T14:13:06,121,1,03/21/2020
Hong Kong,Hong Kong,2020-02-28T10:03:12,94,2,03/21/2020
Jilin,Mainland China,2020-02-28T08:53:03,93,1,03/21/2020
,Singapore,2020-02-26T19:33:02,93,0,03/21/2020
Gansu,Mainland China,2020-02-28T02:33:02,91,2,03/21/2020
Xinjiang,Mainland China,2020-02-28T07:43:02,76,3,03/21/2020
Inner Mongolia,Mainland China,2020-02-28T07:23:03,75,0,03/21/2020
Ningxia,Mainland China,2020-02-27T10:03:07,72,0,03/21/2020
,France,2020-02-28T20:13:09,57,2,03/21/2020
,Germany,2020-02-28T00:13:18,48,0,03/21/2020
,Kuwait,2020-02-28T16:23:03,45,0,03/21/2020
Unassigned Location (From Diamond Princess),US,2020-02-28T20:03:03,44,0,03/21/2020
,Thailand,2020-02-28T07:53:02,41,0,03/21/2020
,Bahrain,2020-02-28T15:33:03,36,0,03/21/2020
Taiwan,Taiwan,2020-02-28T07:13:08,34,1,03/21/2020
,Spain,2020-02-28T15:33:03,32,0,03/21/2020
,Malaysia,2020-02-27T15:13:13,23,0,03/21/2020
,UK,2020-02-28T20:13:09,20,0,03/21/2020
,United Arab Emirates,2020-02-28T04:13:09,19,0,03/21/2020
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,03/21/2020
,Vietnam,2020-02-25T08:53:02,16,0,03/21/2020
Macau,Macau,2020-02-27T12:43:02,10,0,03/21/2020
From Diamond Princess,Australia,2020-02-27T03:33:06,8,0,03/21/2020
,Switzerland,2020-02-27T23:03:11,8,0,03/21/2020
British Columbia,Canada,2020-02-27T03:33:06,7,0,03/21/2020
,Iraq,2020-02-27T22:23:11,7,0,03/21/2020
,Sweden,2020-02-27T20:33:02,7,0,03/21/2020
,Norway,2020-02-28T21:03:02,6,0,03/21/2020
Queensland,Australia,2020-02-21T05:43:02,5,0,03/21/2020
"Toronto, ON",Canada,2020-02-27T22:43:02,5,03/21/2020,2
,Croatia,2020-02-28T15:43:03,5,0,03/21/2020
New South Wales,Australia,2020-02-13T17:53:03,4,0,03/21/2020
Victoria,Australia,2020-02-13T17:53:03,4,0,03/21/2020
,Greece,2020-02-28T15:33:03,4,0,03/21/2020
,Israel,2020-02-28T15:53:03,4,0,03/21/2020
,Oman,2020-02-26T04:53:02,4,0,03/21/2020
,Austria,2020-02-27T14:03:03,3,0,03/21/2020
,India,2020-02-16T07:43:02,3,0,03/21/2020
,Philippines,2020-02-12T07:43:02,3,1,03/21/2020
,Romania,2020-02-28T15:33:03,3,0,03/21/2020
South Australia,Australia,2020-02-17T08:13:09,2,0,03/21/2020
,Finland,2020-02-26T19:03:08,2,0,03/21/2020
,Lebanon,2020-02-26T19:33:02,2,0,03/21/2020
,Pakistan,2020-02-26T23:53:02,2,0,03/21/2020
,Russia,2020-02-12T14:43:03,2,0,03/21/2020
"Chicago, IL",US,2020-02-09T19:03:03,2,03/21/2020,2
"Sacramento County, CA",US,2020-02-27T20:33:02,2,03/21/2020,0
"San Benito, CA",US,2020-02-03T03:53:02,2,03/21/2020,0
"San Diego County, CA",US,2020-02-21T05:43:02,2,03/21/2020,1
