Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
"Unassigned Location, WA",US,2020-03-06T00:33:03,5,03/21/2020,0,47.7511,-120.7401
,Chile,2020-03-05T18:13:04,4,0,03/21/2020,-35.6751,-71.5430
,Georgia,2020-03-05T13:53:03,4,0,03/21/2020,42.3154,43.3569
,Indonesia,2020-03-06T12:33:03,4,0,03/21/2020,-0.7893,113.9213
,New Zealand,2020-03-06T01:29:39,4,0,03/21/2020,-40.9006,174.8860
,Senegal,2020-03-04T20:43:02,4,0,03/21/2020,14.4974,-14.4524
Western Australia,Australia,2020-03-05T17:13:35,3,1,03/21/2020,-31.9505,115.8605
,North Macedonia,2020-03-06T20:23:11,3,0,03/21/2020,41.6086,21.7453
,Saint Barthelemy,2020-03-04T02:43:03,3,0,03/21/2020,17.9000,-62.8333
"Contra Costa County, CA",US,2020-03-06T19:43:02,3,03/21/2020,0,37.8534,-121.9018
"Harris County, TX",US,2020-03-06T15:43:02,3,03/21/2020,0,29.7752,-95.3103
"Montgomery County, MD",US,2020-03-06T04:03:17,3,03/21/2020,0,39.1547,-77.2405
"Orange County, CA",US,2020-03-04T02:13:11,3,03/21/2020,0,33.7879,-117.8531
"San Diego County, CA",US,2020-03-05T20:33:03,3,03/21/2020,1,32.7157,-117.1611
"Suffolk County, MA",US,2020-03-06T18:33:03,3,03/21/2020,1,42.3601,-71.0589
,Argentina,2020-03-06T01:29:39,2,0,03/21/2020,-38.4161,-63.6167
,Bosnia and Herzegovina,2020-03-05T17:13:30,2,0,03/21/2020,43.9159,17.6791
" Montreal, QC",Canada,2020-03-05T14:03:04,2,03/21/2020,0,45.5017,-73.5673
,Dominican Republic,2020-03-06T15:33:03,2,0,03/21/2020,18.7357,-70.1627
,Hungary,2020-03-05T17:13:27,2,0,03/21/2020,47.1625,19.5033
,Luxembourg,2020-03-06T01:29:39,2,0,03/21/2020,49.8144,6.1317
,Morocco,2020-03-05T13:53:03,2,0,03/21/2020,31.7917,-7.0926
" Norfolk County, MA",US,2020-03-06T18:33:03,2,03/21/2020,0,42.1767,-71.1449
"Bergen County, NJ",US,2020-03-05T21:03:12,2,03/21/2020,0,40.9263,-74.0770
"Denver County, CO",US,2020-03-06T23:33:02,2,03/21/2020,0,39.7392,-104.9903
"Fulton County, GA",US,2020-03-03T03:33:02,2,03/21/2020,0,33.8034,-84.3963
"Grafton County, NH",US,2020-03-03T23:33:03,2,03/21/2020,0,43.9088,-71.8260
"Hillsborough, FL",US,2020-03-03T18:33:02,2,03/21/2020,0,27.9904,-82.3018
"Maricopa County, AZ",US,2020-03-06T18:33:03,2,03/21/2020,0,33.2918,-112.4291
"Providence, RI",US,2020-03-02T03:43:02,2,03/21/2020,0,41.8240,-71.4128
"Sacramento County, CA",US,2020-02-27T20:33:02,2,03/21/2020,0,38.4747,-121.3542
"San Benito, CA",US,2020-02-03T03:53:02,2,03/21/2020,0,36.5761,-120.9876
"San Francisco County, CA",US,2020-03-05T20:33:03,2,03/21/2020,0,37.7749,-122.4194
"San Mateo, CA",US,2020-03-03T00:43:02,2,03/21/2020,0,37.5630,-122.3255
"Summit County, CO",US,2020-03-06T01:29:39,2,03/21/2020,0,39.5912,-106.0640
"Washington County, OR",US,2020-03-03T03:03:02,2,03/21/2020,0,45.5470,-123.1386
,Afghanistan,2020-02-24T23:33:02,1,0,03/21/2020,33.0000,65.0000
,Andorra,2020-03-02T20:23:16,1,0,03/21/2020,42.5063,1.5218
,Armenia,2020-03-01T19:53:02,1,0,03/21/2020,40.0691,45.0382
Tasmania,Australia,2020-03-02T20:53:02,1,0,03/21/2020,-41.4545,145.9707
,Bhutan,2020-03-06T15:43:02,1,0,03/21/2020,27.5142,90.4336
,Cambodia,2020-02-12T07:43:02,1,0,03/21/2020,11.5500,104.9167
,Cameroon,2020-03-06T15:43:02,1,0,03/21/2020,3.8480,11.5021
"Calgary, Alberta",Canada,2020-03-06T13:13:34,1,03/21/2020,0,51.0447,-114.0719
"London, ON",Canada,2020-02-12T18:53:03,1,03/21/2020,1,42.9849,-81.2453
,Colombia,2020-03-06T20:43:03,1,0,03/21/2020,4.5709,-74.2973
,Costa Rica,2020-03-06T01:29:39,1,0,03/21/2020,9.7489,-83.7534
,Faroe Islands,2020-03-04T12:53:03,1,0,03/21/2020,61.8926,-6.9118
,Gibraltar,2020-03-04T13:03:13,1,0,03/21/2020,36.1408,-5.3536
,Jordan,2020-03-03T15:33:02,1,0,03/21/2020,31.2400,36.5100
,Latvia,2020-03-04T01:33:07,1,0,03/21/2020,56.8796,24.6032
,Liechtenstein,2020-03-04T01:33:07,1,0,03/21/2020,47.1400,9.5500
,Lithuania,2020-02-28T16:23:03,1,0,03/21/2020,55.1694,23.8813
Tibet,Mainland China,2020-02-12T06:43:02,1,0,03/21/2020,31.6927,88.0924
,Monaco,2020-02-29T00:33:01,1,0,03/21/2020,43.7333,7.4167
,Nepal,2020-02-12T14:43:03,1,0,03/21/2020,28.1667,84.2500
,Nigeria,2020-02-28T16:23:03,1,0,03/21/2020,9.0820,8.6753
,Peru,2020-03-06T15:43:02,1,0,03/21/2020,-9.1900,-75.0152
,Serbia,2020-03-06T15:43:02,1,0,03/21/2020,44.0165,21.0059
,Slovakia,2020-03-06T13:03:14,1,0,03/21/2020,48.6690,19.6990
,South Africa,2020-03-06T15:43:02,1,0,03/21/2020,-30.5595,22.9375
,Sri Lanka,2020-02-08T03:43:03,1,0,03/21/2020,7.0000,81.0000
,Togo,2020-03-06T15:33:03,1,0,03/21/2020,8.6195,0.8248
,Tunisia,2020-03-04T01:33:07,1,0,03/21/2020,34.0000,9.0000
"Berkeley, CA",US,2020-03-03T23:53:03,1,03/21/2020,0,37.8715,-122.2730
"Chatham County, NC",US,2020-03-06T16:13:15,1,03/21/2020,0,35.7211,-79.1781
"Clark County, NV",US,2020-03-05T20:53:03,1,03/21/2020,0,36.0796,-115.0940
"Delaware County, PA",US,2020-03-06T15:33:03,1,03/21/2020,0,39.9078,-75.3879
"Douglas County, NE",US,2020-03-06T23:33:02,1,03/21/2020,0,41.3148,-96.1951
"Fayette County, KY",US,2020-03-06T23:23:03,1,03/21/2020,0,38.0606,-84.4803
"Floyd County, GA",US,2020-03-06T17:53:03,1,03/21/2020,0,34.2829,-85.2308
"Fort Bend County, TX",US,2020-03-05T01:16:59,1,03/21/2020,0,29.5693,-95.8143
"Grant County, WA",US,2020-03-05T20:23:07,1,03/21/2020,0,47.1981,-119.3732
"Humboldt County, CA",US,2020-02-21T05:13:09,1,03/21/2020,0,40.7450,-123.8695
"Madison, WI",US,2020-03-03T15:53:03,1,03/21/2020,1,43.0731,-89.4012
"Marion County, IN",US,2020-03-06T17:13:12,1,03/21/2020,0,39.8362,-86.1752
"Middlesex County, MA",US,2020-03-06T01:29:39,1,03/21/2020,0,42.4672,-71.2874
"Nassau County, NY",US,2020-03-06T14:43:15,1,03/21/2020,0,40.6546,-73.5594
"Norwell County, MA",US,2020-03-06T02:33:03,1,03/21/2020,0,42.1615,-70.7928
"Ramsey County, MN",US,2020-03-06T23:23:03,1,03/21/2020,0,44.9964,-93.0616
"San Antonio, TX",US,2020-02-13T18:53:02,1,03/21/2020,0,29.4241,-98.4936
"Santa Rosa County, FL",US,2020-03-05T20:03:03,1,03/21/2020,0,30.7690,-86.9824
"Sarasota, FL",US,2020-03-02T03:23:06,1,03/21/2020,0,27.3364,-82.5307
"Sonoma County, CA",US,2020-03-02T20:53:02,1,03/21/2020,0,38.5780,-122.9888
"Tempe, AZ",US,2020-02-25T21:23:03,1,03/21/2020,1,33.4255,-111.9400
"Umatilla, OR",US,2020-03-02T20:23:16,1,03/21/2020,0,45.7750,-118.7606
"Wake County, NC",US,2020-03-03T20:53:02,1,03/21/2020,0,35.8032,-78.5661
"Washoe County, NV",US,2020-03-06T19:43:02,1,03/21/2020,0,40.5608,-119.6035
"Wayne County, PA",US,2020-03-06T16:13:15,1,03/21/2020,0,41.6739,-75.2479
"Williamson County, TN",US,2020-03-05T23:33:03,1,03/21/2020,0,35.9179,-86.8622
"Yolo County, CA",US,2020-03-06T20:13:14,1,03/21/2020,0,38.7646,-121.9018
,Ukraine,2020-03-03T15:33:02,1,0,03/21/2020,48.3794,31.1656
,Vatican City,2020-03-06T15:43:02,1,0,03/21/2020,41.9029,12.4534
From Diamond Princess,Australia,2020-02-29T02:03:10,0,0,03/21/2020,35.4437,139.6380
Northern Territory,Australia,2020-03-06T04:33:03,0,0,03/21/2020,-12.4634,130.8456
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0,29.3829,-98.6134
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0,41.2545,-95.9758
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,03/21/2020,0,38.2721,-121.9399
Hubei,Mainland China,2020-03-07T11:13:04,67666,2959,03/21/2020,30.9756,112.2707
,South Korea,2020-03-07T10:13:22,7041,44,03/21/2020,36.0000,128.0000
,Italy,2020-03-07T17:33:03,5883,233,03/21/2020,43.0000,12.0000
,Iran,2020-03-07T17:43:05,5823,145,03/21/2020,32.0000,53.0000
Guangdong,Mainland China,2020-03-07T10:43:02,1352,7,03/21/2020,23.3417,113.4244
Henan,Mainland China,2020-03-07T11:23:10,1272,22,03/21/2020,33.8820,113.6140
Zhejiang,Mainland China,2020-03-07T09:03:05,1215,1,03/21/2020,29.1832,120.0934
Hunan,Mainland China,2020-03-07T09:03:05,1018,4,03/21/2020,27.6104,111.7088
Anhui,Mainland China,2020-03-06T03:23:06,990,6,03/21/2020,31.8257,117.2264
,France,2020-03-07T20:33:02,949,11,03/21/2020,47.0000,2.0000
Jiangxi,Mainland China,2020-03-07T01:13:18,935,1,03/21/2020,27.6140,115.7221
,Germany,2020-03-07T17:43:05,799,0,03/21/2020,51.0000,9.0000
Shandong,Mainland China,2020-03-07T13:03:05,758,6,03/21/2020,36.3427,118.1498
Diamond Princess cruise ship,Others,2020-03-06T01:29:39,696,6,03/21/2020,35.4437,139.6380
Jiangsu,Mainland China,2020-03-07T14:53:02,631,0,03/21/2020,32.9711,119.4550
Chongqing,Mainland China,2020-03-07T23:23:02,576,6,03/21/2020,30.0572,107.8740
Sichuan,Mainland China,2020-03-07T13:03:05,539,3,03/21/2020,30.6171,102.7103
,Spain,2020-03-07T17:43:05,500,10,03/21/2020,40.0000,-4.0000
Heilongjiang,Mainland China,2020-03-07T09:03:05,481,13,03/21/2020,47.8620,127.7615
,Japan,2020-03-07T17:43:05,461,6,03/21/2020,36.0000,138.0000
Beijing,Mainland China,2020-03-07T01:03:05,426,8,03/21/2020,40.1824,116.4142
Shanghai,Mainland China,2020-03-07T03:53:03,342,3,03/21/2020,31.2020,121.4491
Hebei,Mainland China,2020-03-07T13:03:05,318,6,03/21/2020,38.0428,114.5149
Fujian,Mainland China,2020-03-07T13:03:05,296,1,03/21/2020,26.0789,117.9874
,Switzerland,2020-03-07T17:43:05,268,1,03/21/2020,46.8182,8.2275
Guangxi,Mainland China,2020-03-07T14:53:02,252,2,03/21/2020,23.8298,108.7881
Shaanxi,Mainland China,2020-03-06T10:23:03,245,1,03/21/2020,35.1917,108.8701
,UK,2020-03-07T17:43:05,206,2,03/21/2020,55.0000,-3.0000
,Netherlands,2020-03-07T17:43:05,188,1,03/21/2020,52.1326,5.2913
Yunnan,Mainland China,2020-03-06T03:23:06,174,2,03/21/2020,24.9740,101.4870
,Belgium,2020-03-07T17:53:03,169,0,03/21/2020,50.8333,4.0000
Hainan,Mainland China,2020-03-05T06:13:10,168,6,03/21/2020,19.1959,109.7453
,Sweden,2020-03-07T17:53:03,161,0,03/21/2020,63.0000,16.0000
,Norway,2020-03-07T17:53:03,147,0,03/21/2020,60.4720,8.4689
Guizhou,Mainland China,2020-03-07T00:43:01,146,2,03/21/2020,26.8154,106.8748
,Singapore,2020-03-07T17:53:03,138,0,03/21/2020,1.2833,103.8333
Tianjin,Mainland China,2020-03-05T03:33:27,136,3,03/21/2020,39.3054,117.3230
Shanxi,Mainland China,2020-03-05T14:53:03,133,0,03/21/2020,37.5777,112.2922
Liaoning,Mainland China,2020-03-07T14:53:02,125,1,03/21/2020,41.2956,122.6085
Gansu,Mainland China,2020-03-07T15:03:06,120,2,03/21/2020,36.0611,103.8343
Hong Kong,Hong Kong,2020-03-07T10:13:22,108,2,03/21/2020,22.3000,114.2000
Jilin,Mainland China,2020-03-06T10:23:03,93,1,03/21/2020,43.6661,126.1923
,Malaysia,2020-03-07T17:53:03,93,0,03/21/2020,2.5000,112.5000
,Bahrain,2020-03-07T18:13:26,85,0,03/21/2020,26.0275,50.5500
,Austria,2020-03-07T17:53:03,79,0,03/21/2020,47.5162,14.5501
Xinjiang,Mainland China,2020-03-07T09:03:05,76,3,03/21/2020,41.1129,85.2401
Inner Mongolia,Mainland China,2020-03-07T03:43:01,75,1,03/21/2020,44.0935,113.9448
Ningxia,Mainland China,2020-03-06T12:53:03,75,0,03/21/2020,37.2692,106.1655
"King County, WA",US,2020-03-07T20:23:03,71,03/21/2020,1,47.5480,-121.9836
,Kuwait,2020-03-07T18:13:26,61,0,03/21/2020,29.5000,47.7500
"Westchester County, NY",US,2020-03-07T18:23:05,57,03/21/2020,0,41.1220,-73.7949
,Iraq,2020-03-07T18:13:27,54,4,03/21/2020,33.0000,44.0000
,Iceland,2020-03-07T18:13:27,50,0,03/21/2020,64.9631,-19.0208
,Thailand,2020-03-07T10:13:23,50,1,03/21/2020,15.0000,101.0000
,Greece,2020-03-07T18:13:27,46,0,03/21/2020,39.0742,21.8243
Taiwan,Taiwan,2020-03-06T12:43:03,45,1,03/21/2020,23.7000,121.0000
Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45,0,03/21/2020,35.4437,139.6380
,United Arab Emirates,2020-03-07T10:13:22,45,0,03/21/2020,24.0000,54.0000
,India,2020-03-07T18:13:27,34,0,03/21/2020,21.0000,78.0000
"Santa Clara County, CA",US,2020-03-07T23:43:03,32,03/21/2020,1,37.3541,-121.9552
New South Wales,Australia,2020-03-07T02:03:30,28,1,03/21/2020,-33.8688,151.2093
"Toronto, ON",Canada,2020-03-07T03:53:03,27,03/21/2020,3,43.6532,-79.3832
"Snohomish County, WA",US,2020-03-07T20:23:03,27,03/21/2020,0,48.0330,-121.8339
,Denmark,2020-03-06T13:03:12,23,0,03/21/2020,56.2639,9.5018
,San Marino,2020-03-07T02:13:08,23,1,03/21/2020,43.9424,12.4578
,Lebanon,2020-03-06T20:33:03,22,0,03/21/2020,33.8547,35.8623
,Palestine,2020-03-07T02:23:06,22,0,03/21/2020,31.9522,35.2332
British Columbia,Canada,2020-03-07T03:53:03,21,0,03/21/2020,49.2827,-123.1207
,Israel,2020-03-06T20:33:03,21,0,03/21/2020,31.0000,35.0000
Grand Princess Cruise Ship,US,2020-03-07T01:33:02,21,0,03/21/2020,37.6489,-122.6655
,Portugal,2020-03-07T18:33:02,20,0,03/21/2020,39.3999,-8.2245
,Czech Republic,2020-03-07T02:03:29,19,0,03/21/2020,49.8175,15.4730
,Ireland,2020-03-06T20:43:03,18,0,03/21/2020,53.1424,-7.6921
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,03/21/2020,35.7452,95.9956
,Vietnam,2020-03-07T10:13:23,18,0,03/21/2020,16.0000,108.0000
,Algeria,2020-03-06T01:29:39,17,0,03/21/2020,28.0339,1.6596
,Oman,2020-03-05T17:53:02,16,0,03/21/2020,21.0000,57.0000
,Egypt,2020-03-06T13:03:13,15,0,03/21/2020,26.0000,30.0000
,Finland,2020-03-06T13:03:12,15,0,03/21/2020,64.0000,26.0000
"Los Angeles, CA",US,2020-03-07T23:53:03,14,03/21/2020,0,34.0522,-118.2437
Queensland,Australia,2020-03-05T17:33:06,13,0,03/21/2020,-28.0167,153.4000
,Brazil,2020-03-06T20:33:03,13,0,03/21/2020,-14.2350,-51.9253
,Ecuador,2020-03-05T17:53:02,13,0,03/21/2020,-1.8312,-78.1834
,Russia,2020-03-06T20:43:03,13,0,03/21/2020,60.0000,90.0000
,Croatia,2020-03-07T10:13:23,12,0,03/21/2020,45.1667,15.5000
Victoria,Australia,2020-03-07T02:03:30,11,0,03/21/2020,-37.8136,144.9631
"New York County, NY",US,2020-03-07T18:23:05,11,03/21/2020,0,40.7128,-74.0060
,Estonia,2020-03-06T13:03:13,10,0,03/21/2020,58.5953,25.0136
Macau,Macau,2020-03-06T10:23:03,10,0,03/21/2020,22.1667,113.5500
,Azerbaijan,2020-03-07T02:13:09,9,0,03/21/2020,40.1431,47.5769
,Romania,2020-03-07T10:13:23,9,0,03/21/2020,46.0000,25.0000
"San Francisco County, CA",US,2020-03-07T23:53:03,9,03/21/2020,0,37.7749,-122.4194
,Argentina,2020-03-07T02:13:09,8,0,03/21/2020,-38.4161,-63.6167
,Qatar,2020-03-04T00:03:15,8,0,03/21/2020,25.3548,51.1839
South Australia,Australia,2020-03-06T04:23:08,7,0,03/21/2020,-34.9285,138.6007
,Slovenia,2020-03-06T15:33:03,7,0,03/21/2020,46.1512,14.9955
,Belarus,2020-03-04T12:43:03,6,0,03/21/2020,53.7098,27.9534
,Mexico,2020-03-06T16:43:04,6,0,03/21/2020,23.0000,-102.0000
,Pakistan,2020-03-06T13:03:12,6,0,03/21/2020,30.3753,69.3451
,Philippines,2020-03-07T10:13:23,6,1,03/21/2020,13.0000,122.0000
"Cook County, IL",US,2020-03-07T01:53:03,6,03/21/2020,2,41.7377,-87.6976
,French Guiana,2020-03-07T03:23:05,5,0,03/21/2020,3.9339,-53.1258
,New Zealand,2020-03-07T02:03:29,5,0,03/21/2020,-40.9006,174.8860
,Poland,2020-03-06T16:43:04,5,0,03/21/2020,51.9194,19.1451
,Saudi Arabia,2020-03-05T17:53:03,5,0,03/21/2020,24.0000,45.0000
"Harris County, TX",US,2020-03-07T05:13:03,5,03/21/2020,0,29.7752,-95.3103
"Placer County, CA",US,2020-03-06T23:13:07,5,03/21/2020,0,39.0916,-120.8039
"Unassigned Location, WA",US,2020-03-06T00:33:03,5,03/21/2020,0,47.7511,-120.7401
,Chile,2020-03-05T18:13:04,4,0,03/21/2020,-35.6751,-71.5430
,Georgia,2020-03-05T13:53:03,4,0,03/21/2020,42.3154,43.3569
,Hungary,2020-03-07T03:53:03,4,0,03/21/2020,47.1625,19.5033
,Indonesia,2020-03-06T12:33:03,4,0,03/21/2020,-0.7893,113.9213
,Senegal,2020-03-04T20:43:02,4,0,03/21/2020,14.4974,-14.4524
"Bergen County, NJ",US,2020-03-07T02:53:02,4,03/21/2020,0,40.9263,-74.0770
"Nassau County, NY",US,2020-03-07T00:03:28,4,03/21/2020,0,40.6546,-73.5594
Western Australia,Australia,2020-03-05T17:13:35,3,1,03/21/2020,-31.9505,115.8605
,Bosnia and Herzegovina,2020-03-07T02:13:09,3,0,03/21/2020,43.9159,17.6791
" Montreal, QC",Canada,2020-03-07T02:23:08,3,03/21/2020,0,45.5017,-73.5673
,Malta,2020-03-07T20:43:03,3,0,03/21/2020,35.9375,14.3754
,North Macedonia,2020-03-06T20:23:11,3,0,03/21/2020,41.6086,21.7453
,Saint Barthelemy,2020-03-04T02:43:03,3,0,03/21/2020,17.9000,-62.8333
"Contra Costa County, CA",US,2020-03-06T19:43:02,3,03/21/2020,0,37.8534,-121.9018
"Douglas County, CO",US,2020-03-07T01:53:03,3,03/21/2020,0,39.2587,-104.9389
"Fort Bend County, TX",US,2020-03-07T02:03:30,3,03/21/2020,0,29.5693,-95.8143
"Fulton County, GA",US,2020-03-07T16:53:03,3,03/21/2020,0,33.8034,-84.3963
"Maricopa County, AZ",US,2020-03-07T19:53:02,3,03/21/2020,1,33.2918,-112.4291
"Montgomery County, MD",US,2020-03-06T04:03:17,3,03/21/2020,0,39.1547,-77.2405
"Orange County, CA",US,2020-03-04T02:13:11,3,03/21/2020,0,33.7879,-117.8531
"Providence County, RI",US,2020-03-07T02:23:08,3,03/21/2020,0,41.8882,-71.4774
"San Diego County, CA",US,2020-03-05T20:33:03,3,03/21/2020,1,32.7157,-117.1611
"Suffolk County, MA",US,2020-03-06T18:33:03,3,03/21/2020,1,42.3601,-71.0589
"Washington County, OR",US,2020-03-07T20:13:14,3,03/21/2020,0,45.5470,-123.1386
,Dominican Republic,2020-03-06T15:33:03,2,0,03/21/2020,18.7357,-70.1627
,Luxembourg,2020-03-06T01:29:39,2,0,03/21/2020,49.8144,6.1317
,Martinique,2020-03-07T03:23:05,2,0,03/21/2020,14.6415,-61.0242
,Morocco,2020-03-05T13:53:03,2,0,03/21/2020,31.7917,-7.0926
" Norfolk County, MA",US,2020-03-06T18:33:03,2,03/21/2020,0,42.1767,-71.1449
"Alameda County, CA",US,2020-03-07T13:13:14,2,03/21/2020,0,37.6017,-121.7195
"Broward County, FL",US,2020-03-07T04:43:02,2,03/21/2020,0,26.1901,-80.3659
"Denver County, CO",US,2020-03-06T23:33:02,2,03/21/2020,0,39.7392,-104.9903
"Fairfield County, CT",US,2020-03-07T20:13:14,2,03/21/2020,0,41.2560,-73.3709
"Floyd County, GA",US,2020-03-07T16:53:03,2,03/21/2020,0,34.2829,-85.2308
"Grafton County, NH",US,2020-03-03T23:33:03,2,03/21/2020,0,43.9088,-71.8260
"Hillsborough, FL",US,2020-03-03T18:33:02,2,03/21/2020,0,27.9904,-82.3018
"Lee County, FL",US,2020-03-07T16:43:02,2,03/21/2020,0,26.6630,-81.9535
"Pinal County, AZ",US,2020-03-07T17:13:23,2,03/21/2020,0,32.8162,-111.2845
"Rockland County, NY",US,2020-03-07T16:43:02,2,03/21/2020,0,41.1489,-73.9830
"Sacramento County, CA",US,2020-02-27T20:33:02,2,03/21/2020,0,38.4747,-121.3542
"San Benito, CA",US,2020-02-03T03:53:02,2,03/21/2020,0,36.5761,-120.9876
"San Mateo, CA",US,2020-03-03T00:43:02,2,03/21/2020,0,37.5630,-122.3255
"Saratoga County, NY",US,2020-03-07T18:23:05,2,03/21/2020,0,43.0324,-73.9360
"Summit County, CO",US,2020-03-06T01:29:39,2,03/21/2020,0,39.5912,-106.0640
,Afghanistan,2020-02-24T23:33:02,1,0,03/21/2020,33.0000,65.0000
,Andorra,2020-03-02T20:23:16,1,0,03/21/2020,42.5063,1.5218
,Armenia,2020-03-01T19:53:02,1,0,03/21/2020,40.0691,45.0382
Tasmania,Australia,2020-03-02T20:53:02,1,0,03/21/2020,-41.4545,145.9707
,Bhutan,2020-03-06T15:43:02,1,0,03/21/2020,27.5142,90.4336
,Cambodia,2020-02-12T07:43:02,1,0,03/21/2020,11.5500,104.9167
,Cameroon,2020-03-06T15:43:02,1,0,03/21/2020,3.8480,11.5021
"Calgary, Alberta",Canada,2020-03-06T13:13:34,1,03/21/2020,0,51.0447,-114.0719
"Edmonton, Alberta",Canada,2020-03-07T02:23:08,1,03/21/2020,0,53.5461,-113.4938
"London, ON",Canada,2020-02-12T18:53:03,1,03/21/2020,1,42.9849,-81.2453
,Colombia,2020-03-07T00:43:02,1,0,03/21/2020,4.5709,-74.2973
,Costa Rica,2020-03-07T00:43:02,1,0,03/21/2020,9.7489,-83.7534
,Faroe Islands,2020-03-04T12:53:03,1,0,03/21/2020,61.8926,-6.9118
,Gibraltar,2020-03-04T13:03:13,1,0,03/21/2020,36.1408,-5.3536
,Jordan,2020-03-03T15:33:02,1,0,03/21/2020,31.2400,36.5100
,Latvia,2020-03-04T01:33:07,1,0,03/21/2020,56.8796,24.6032
,Liechtenstein,2020-03-04T01:33:07,1,0,03/21/2020,47.1400,9.5500
,Lithuania,2020-02-28T16:23:03,1,0,03/21/2020,55.1694,23.8813
Tibet,Mainland China,2020-02-12T06:43:02,1,0,03/21/2020,31.6927,88.0924
,Monaco,2020-02-29T00:33:01,1,0,03/21/2020,43.7333,7.4167
,Nepal,2020-02-12T14:43:03,1,0,03/21/2020,28.1667,84.2500
,Nigeria,2020-02-28T16:23:03,1,0,03/21/2020,9.0820,8.6753
,Peru,2020-03-06T15:43:02,1,0,03/21/2020,-9.1900,-75.0152
,Serbia,2020-03-06T15:43:02,1,0,03/21/2020,44.0165,21.0059
,Slovakia,2020-03-06T13:03:14,1,0,03/21/2020,48.6690,19.6990
,South Africa,2020-03-06T15:43:02,1,0,03/21/2020,-30.5595,22.9375
,Sri Lanka,2020-02-08T03:43:03,1,0,03/21/2020,7.0000,81.0000
,Togo,2020-03-07T02:13:09,1,0,03/21/2020,8.6195,0.8248
,Tunisia,2020-03-04T01:33:07,1,0,03/21/2020,34.0000,9.0000
"Charleston County, SC",US,2020-03-07T01:53:03,1,03/21/2020,0,32.7957,-79.7848
"Chatham County, NC",US,2020-03-06T16:13:15,1,03/21/2020,0,35.7211,-79.1781
"Clark County, NV",US,2020-03-05T20:53:03,1,03/21/2020,0,36.0796,-115.0940
"Clark County, WA",US,2020-03-07T20:03:07,1,03/21/2020,0,45.7466,-122.5194
"Cobb County, GA",US,2020-03-07T16:53:03,1,03/21/2020,0,33.8999,-84.5641
"Davis County, UT",US,2020-03-07T04:43:02,1,03/21/2020,0,40.9629,-112.0953
"Delaware County, PA",US,2020-03-06T15:33:03,1,03/21/2020,0,39.9078,-75.3879
"Douglas County, NE",US,2020-03-06T23:33:02,1,03/21/2020,0,41.3148,-96.1951
"El Paso County, CO",US,2020-03-07T01:13:21,1,03/21/2020,0,38.9108,-104.4723
"Fayette County, KY",US,2020-03-06T23:23:03,1,03/21/2020,0,38.0606,-84.4803
"Grant County, WA",US,2020-03-05T20:23:07,1,03/21/2020,0,47.1981,-119.3732
"Honolulu County, HI",US,2020-03-07T02:03:30,1,03/21/2020,0,21.3070,-157.8584
"Humboldt County, CA",US,2020-02-21T05:13:09,1,03/21/2020,0,40.7450,-123.8695
"Jackson County, OR ",US,2020-03-07T20:03:06,1,03/21/2020,0,42.3345,-122.7647
"Jefferson County, WA",US,2020-03-07T16:43:02,1,03/21/2020,0,47.7425,-123.3040
"Kershaw County, SC",US,2020-03-07T02:03:30,1,03/21/2020,0,34.3672,-80.5883
"Klamath County, OR",US,2020-03-07T20:13:14,1,03/21/2020,0,42.6953,-121.6142
"Madera County, CA",US,2020-03-07T20:13:14,1,03/21/2020,0,37.2519,-119.6963
"Madison, WI",US,2020-03-03T15:53:03,1,03/21/2020,1,43.0731,-89.4012
"Marion County, IN",US,2020-03-06T17:13:12,1,03/21/2020,0,39.8362,-86.1752
"Middlesex County, MA",US,2020-03-07T03:53:03,1,03/21/2020,0,41.9120,-70.7168
"Pierce County, WA",US,2020-03-07T03:13:44,1,03/21/2020,0,47.0676,-122.1295
"Plymouth County, MA",US,2020-03-07T03:53:03,1,03/21/2020,0,42.1615,-70.7928
"Ramsey County, MN",US,2020-03-06T23:23:03,1,03/21/2020,0,44.9964,-93.0616
"San Antonio, TX",US,2020-02-13T18:53:02,1,03/21/2020,0,29.4241,-98.4936
"Santa Cruz County, CA",US,2020-03-07T23:43:03,1,03/21/2020,0,36.9741,-122.0308
"Santa Rosa County, FL",US,2020-03-05T20:03:03,1,03/21/2020,0,30.7690,-86.9824
"Sarasota, FL",US,2020-03-02T03:23:06,1,03/21/2020,0,27.3364,-82.5307
"Sonoma County, CA",US,2020-03-02T20:53:02,1,03/21/2020,0,38.5780,-122.9888
"Tulsa County, OK",US,2020-03-07T04:43:02,1,03/21/2020,0,36.1593,-95.9410
"Umatilla, OR",US,2020-03-02T20:23:16,1,03/21/2020,0,45.7750,-118.7606
"Wake County, NC",US,2020-03-03T20:53:02,1,03/21/2020,0,35.8032,-78.5661
"Washoe County, NV",US,2020-03-06T19:43:02,1,03/21/2020,0,40.5608,-119.6035
"Wayne County, PA",US,2020-03-06T16:13:15,1,03/21/2020,0,41.6739,-75.2479
